Index,Avg_Satisfaction_with_previous_vote,Garden_sqr_meter_per_person_in_residancy_area,Yearly_IncomeK,Will_vote_only_large_party,Weighted_education_rank,Number_of_valued_Kneset_members,Overall_happiness_score,Most_Important_Issue_Education,Most_Important_Issue_Environment,Most_Important_Issue_Financial,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Healthcare,Most_Important_Issue_Military,Most_Important_Issue_Other,Most_Important_Issue_Social,Vote
185,-0.5971067154467302,-0.1143346905321766,0.19841829934383418,0.5710447019757717,-0.5732793742770339,-0.4202402500489664,-0.4633872252619803,-0.45302041095252354,-0.46307307950591925,-0.436609652348717,-0.2173596061225631,-0.4624334048094416,4.016594020178761,-0.20312583769208153,-0.45858979646934356,Greys
9085,1.0782523889560425,0.5404795447120176,0.3745230222576344,1.815052845387558,-1.2188797616566094,0.6692073605686039,-0.2952858057653556,-0.45302041095252354,-0.46307307950591925,-0.436609652348717,-0.2173596061225631,2.1624735358642124,-0.2489671584870543,-0.20312583769208153,-0.45858979646934356,Turquoises
7936,1.590935859781982,0.911405879538655,0.6671480464017114,1.815052845387558,-1.5565654225967602,0.30605815702941375,0.11274059708357384,-0.45302041095252354,2.1594863624267697,-0.436609652348717,-0.2173596061225631,-0.4624334048094416,-0.2489671584870543,-0.20312583769208153,-0.45858979646934356,Turquoises
8911,0.1601756459295396,0.09346315410752438,0.032909543376551637,-0.6729634414360146,-0.737418838803739,-0.057091046509776325,0.7513243863599037,-0.45302041095252354,-0.46307307950591925,-0.436609652348717,-0.2173596061225631,-0.4624334048094416,-0.2489671584870543,-0.20312583769208153,2.180598015261008,Purples
4202,-1.0436754652409903,-0.1288283335771733,-0.4152503559871269,-0.6729634414360146,0.3703966808295762,-0.7833894535881565,-0.7192214758190563,-0.45302041095252354,-0.46307307950591925,-0.436609652348717,-0.2173596061225631,2.1624735358642124,-0.2489671584870543,-0.20312583769208153,-0.45858979646934356,Browns
8966,-0.3779689540521527,-0.5615066252686294,-0.4145494325055204,-0.6729634414360146,0.07992152381904313,-0.7833894535881565,-0.46815540106803116,-0.45302041095252354,2.1594863624267697,-0.436609652348717,-0.2173596061225631,-0.4624334048094416,-0.2489671584870543,-0.20312583769208153,-0.45858979646934356,Browns
4769,0.4038259907360764,-0.9366327777245292,1.2222528192671243,-0.6729634414360146,0.535412959877325,1.0323565641077939,1.4661271427540137,-0.45302041095252354,-0.46307307950591925,-0.436609652348717,-0.2173596061225631,-0.4624334048094416,-0.2489671584870543,-0.20312583769208153,2.180598015261008,Greens
1792,-1.1856380755075062,-1.1848901808826313,1.8857012105040658,1.815052845387558,0.9069823273720098,1.0323565641077939,1.3191888879910145,-0.45302041095252354,-0.46307307950591925,-0.436609652348717,-0.2173596061225631,2.1624735358642124,-0.2489671584870543,-0.20312583769208153,-0.45858979646934356,Yellows
7978,3.1355125484422515,-1.9372015974404972,-3.3795795070495642,1.815052845387558,3.2936489271554015,0.30605815702941375,1.9426179654160385,-0.45302041095252354,-0.46307307950591925,-0.436609652348717,-0.2173596061225631,-0.4624334048094416,-0.2489671584870543,-0.20312583769208153,2.180598015261008,Blues
8833,1.7069630233405644,2.3784612907104017,0.48029253470529115,1.815052845387558,0.5675461875093928,0.6692073605686039,1.631399016292914,-0.45302041095252354,2.1594863624267697,-0.436609652348717,-0.2173596061225631,-0.4624334048094416,-0.2489671584870543,-0.20312583769208153,-0.45858979646934356,Blues
5484,1.7661099087937926,-1.37401454370355,2.37156068347313,1.815052845387558,1.26724503286301,0.30605815702941375,1.2432870958340605,-0.45302041095252354,2.1594863624267697,-0.436609652348717,-0.2173596061225631,-0.4624334048094416,-0.2489671584870543,-0.20312583769208153,-0.45858979646934356,Blues
7754,-0.7695469510525228,-0.9237700887800858,0.4040145389831206,-0.6729634414360146,0.3082824609559601,0.6692073605686039,1.132408129017625,-0.45302041095252354,-0.46307307950591925,-0.436609652348717,-0.2173596061225631,-0.4624334048094416,-0.2489671584870543,-0.20312583769208153,2.180598015261008,Greens
