Index,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
4837,Browns,8.0,130.114450037597,13100.001527857801,Healthcare,43.371483345865705,No,302.041814511898,Yes,Male,After_16:00,0.933099372312427,0.172699196031317,,2.3037986131385,3.29472608631477,4.06480623874813,5239.0,91.40008569229391,368.832922057025,3758.0839892330296,43800.617779089,No,91229.2577136397,19.2050233547638,258.359299031037,74.88721495028591,1934.4570509665698,80.0,Below_30,,561.2684453856581,7.0,Motorcycle_or_truck,Hightech,398.22926816629206,0.0,Yes
7165,Blues,9.0,1324.4158941477301,,Environment,441.47196471590996,Yes,475.662718874482,Yes,Male,After_16:00,0.584000122267753,0.8231842168606821,7.304098682943731,,9.89588661817834,1.3636422366835201,3934.0,36.5585633087903,415.98343374846604,5588.594056241751,42318.9414014438,Yes,226255.022127065,20.395671936674898,466.790373450717,69.00912302080539,195348.967594842,90.0,30-45,1.0,442.69050314585604,11.0,Foot_or_bicycle,Industry_or_other,41.4782817695773,0.0,No
840,Purples,2.0,753.3797166155409,104332.259704854,Education,251.12657220517997,No,415.456870169879,Yes,Male,After_16:00,0.795213679084554,0.0510594157967716,8.438850736711169,4.901194099802519,8.22729819919914,9.39926571212709,9847.0,58.16524331457911,414.76765095598,4984.10400361076,50337.057341982305,No,172604.410971352,20.3658452060301,134.74044771842898,60.050959652289706,63325.6818397288,100.0,Below_30,2.0,634.246974455976,15.0,Foot_or_bicycle,Services_or_Retail,438.820803157213,0.0,Yes
7555,Browns,1.0,341.941741155881,58062.1242901879,Environment,113.980580385294,No,509.403655376362,No,Male,By_16:00,0.633019360713661,0.7298771664500241,4.5406005997210706,6.98632583254948,9.82163005508482,9.79048140347004,3777.0,78.20757064037021,430.98272607470903,5956.002005913039,54028.3883507512,No,259492.08411079997,20.760123460006398,74.5347394598908,45.4696529079229,13115.5532853537,90.0,30-45,2.0,675.561952121751,9.0,Car,Services_or_Retail,473.474266233753,0.0,No
4476,Oranges,10.0,507.242896839196,75294.700254395,Other,169.080965613065,No,445.317425183765,Yes,Male,After_16:00,0.9865574575960641,0.0926744150929153,1.24400177737698,2.12741834810004,0.7712749647907908,7.38736235070974,8861.0,,322.100123471756,5097.37449878117,43877.6929623723,Maybe,198307.60917229898,17.947148059559698,190.744054625633,0.293018994852901,28767.4538982596,50.0,Below_30,5.0,563.53678530617,10.0,Public_or_other,Hightech,458.229863326427,1.0,No
3845,Whites,10.0,,7374.46757653251,Education,24.662029013302497,No,299.02112160174596,Yes,Female,By_16:00,0.699446716113016,0.7238311700057242,7.2139126365073,3.89267672318965,0.4888667585328221,6.439936747774481,3230.0,89.8874599486589,303.401853434188,3597.01492288584,42030.7462678144,No,89413.6311639663,17.418434299161,285.75212933716597,22.642500931397098,642.877704066275,100.0,30-45,3.0,578.512452552024,11.0,Foot_or_bicycle,Services_or_Retail,551.09734460216,0.0,No
7097,Purples,9.0,445.512250777618,56579.374612632804,Healthcare,148.50408359253902,No,380.995412677495,Yes,Male,By_16:00,0.7334202888887379,0.0829510530456901,3.00866338191554,3.57171531533822,0.328429632354528,1.15410239435732,9105.0,58.3169576711953,448.89684703940804,4707.7478208537705,54233.45350571,No,145157.504481295,21.187185916006104,130.377689961003,84.5737329218537,22211.9669272524,80.0,30-45,2.0,699.602002017128,14.0,Public_or_other,Public_Sector,,,No
337,Blues,5.0,2167.4873544369398,125912.088960623,Environment,722.495784812314,Yes,174.27380423171797,Yes,Female,By_16:00,0.0846613587345928,0.18756875651888502,7.69762525102124,7.112010067794469,1.2122071464546,6.08018851373345,3945.0,31.8986257538199,36.303321138996296,1815.34468459517,9574.58930127442,Yes,30371.3588413952,6.025223741820411,660.2238814414479,77.51888544298708,522732.65485637396,90.0,30-45,5.0,130.701868105127,15.0,Public_or_other,Public_Sector,161.202997313718,0.0,Yes
8538,Purples,6.0,108.480100816781,14936.4784277572,Education,36.1600336055936,No,413.065944315016,Yes,Female,By_16:00,0.9311669415328651,0.327633280307055,0.0737598747946322,2.5319991516880695,7.02367295511067,0.6727113155648111,4598.0,39.6918245824054,412.443382801732,4955.54620875363,52659.2740687926,No,170623.474352856,20.3087021446899,132.994956734989,6.38133340980858,1353.70806396325,100.0,30-45,2.0,687.3248213725999,12.0,Car,Industry_or_other,549.638364839079,0.0,No
8640,Blues,4.0,2275.3376955020003,432296.007582995,Social,758.445898500665,Yes,569.976063470815,No,Male,After_16:00,0.257988054770976,,3.35895663360134,7.164724937174469,0.46467229956760997,,6216.0,39.650049852207296,508.10242229644206,6715.96547930103,59094.76389167769,Yes,324872.712929687,22.541127351941398,138.512425210937,4.21066845301539,576008.6268509821,70.0,30-45,3.0,704.6588522608031,12.0,Foot_or_bicycle,Industry_or_other,380.73813169384806,0.0,Yes
